Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_fico_range_low","sec_app_fico_range_high","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"10149526","","27600","27600","27600"," 60 months"," 19.97%","730.78","D","D5","Street Operations Supervisor","6 years","MORTGAGE","73000","Source Verified","Dec-2013","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10149526","  Borrower added on 12/31/13 > I had some water main break and sewer replacement that ran up my Credit cards. I want to consolidate the Credit cards pay off one loan and refurbish my bathrooms.<br><br> Borrower added on 12/31/13 > I had two water main breaks one sewer and one clean water and the cost ran up credit cards expenditures.  I want to consolidate the credit cards with a set payment and upgrade my two bathrooms and water heater.<br><br> Borrower added on 12/31/13 > Consolidate credet cards and upgrade bathrooms.<br><br> Borrower added on 12/31/13 > Consolidate credit cards and upgrade two bathrooms.I have been at this job for six years and the job before this one for 24 years. This will make my finances easier to manage. It will provide more efficient bathroom equipment and water heater.<br>","debt_consolidation","Consolidation of debt and home improve. ","802xx","CO","23.13","1","Jun-1989","665","669","1","7","","10","0","27003","82.8%","24","f","0.00","0.00","30303.0899864801","30303.09","14738.17","13762.25","0.0","1802.67","324.4806000037","Apr-2017","730.78","","Mar-2019","549","545","0","7","1","Individual","","","","0","0","241609","","","","","","","","","","","","32600","","","","2","24161","4853","74.7","1","0","173","294","4","4","4","4","7","6","7","3","5","7","5","11","4","7","16","7","10","0","0","1","1","87.5","80","0","0","261675","37808","19200","14075","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10224583","","11100","11100","11100"," 36 months"," 14.98%","384.68","C","C3","Teacher","10+ years","MORTGAGE","90000","Not Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10224583","","other","Other","103xx","NY","3.73","1","Jun-2001","690","694","0","16","","9","0","6619","66.2%","12","f","0.00","0.00","13575.6400056959","13575.64","11100.00","2475.64","0.0","0.0","0.0","Feb-2016","4343.32","","Jun-2018","779","775","0","16","1","Individual","","","","0","0","353402","","","","","","","","","","","","10000","","","","2","39267","1016","74.6","0","0","","150","11","11","1","11","35","11","35","1","4","8","4","4","0","8","11","8","9","0","0","1","1","75","50","0","0","385000","6619","4000","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10159584","","9750","9750","9750"," 36 months"," 13.98%","333.14","C","C1","Medical Assistant","1 year","RENT","26000","Not Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10159584","  Borrower added on 12/31/13 > While being in college there were expenses that I had to make. At the moment it seemed easy to buy thing on credit, but now that I'm full-time employee paying all credit cards seem impossible and it'll be great to make one consolidated payment to one firm with knowing its for a set amount of months.<br>","debt_consolidation","Debt Consilation","927xx","CA","25.12","0","Jan-2007","670","674","0","","","12","0","7967","52.8%","28","f","0.00","0.00","11989.9800053719","11989.98","9750.00","2239.98","0.0","0.0","0.0","Dec-2016","663.22","","Jul-2019","649","645","0","","1","Individual","","","","0","0","14123","","","","","","","","","","","","15100","","","","2","1177","1752","75.7","0","0","67","83","12","12","0","12","","20","","0","6","7","6","11","8","9","20","7","12","0","0","0","2","100","66.7","0","0","21314","14123","7200","6214","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10139658","","12000","12000","12000"," 36 months"," 13.53%","407.4","B","B5","On road manager","10+ years","RENT","40000","Source Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10139658","","debt_consolidation","Debt consolidation","871xx","NM","16.94","0","Oct-1998","660","664","0","53","33","7","2","5572","68.8%","32","w","0.00","0.00","13359.7768575381","13359.78","12000.00","1359.78","0.0","0.0","0.0","Sep-2015","119.17","","Jul-2020","729","725","0","53","1","Individual","","","","0","15386","13605","","","","","","","","","","","","8100","","","","4","2268","1428","79.6","0","0","124","182","1","1","0","11","53","17","53","6","2","2","3","14","8","6","24","2","7","0","0","0","2","81.2","33.3","0","0","18130","13605","7000","10030","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10127816","","24000","24000","24000"," 36 months"," 13.53%","814.8","B","B5","driver","10+ years","MORTGAGE","100000","Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10127816","  Borrower added on 12/31/13 > pay off my other lending club loan and other credit cards<br>","credit_card","credit card","493xx","MI","22.18","0","Jan-1989","660","664","0","","","14","0","21617","76.7%","39","w","0.00","0.00","28652.21","28652.21","24000.00","4652.21","0.0","0.0","0.0","Dec-2015","10726.61","","Dec-2019","699","695","0","","1","Individual","","","","0","539","199834","","","","","","","","","","","","28200","","","","7","15372","4822","77.6","0","0","179","299","18","7","3","18","","7","","0","3","5","5","10","17","8","19","5","14","0","0","0","2","100","75","0","0","229072","61397","21500","58847","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10119590","","11500","11500","11500"," 60 months"," 22.90%","323.54","E","E4","Secretary","4 years","RENT","32760","Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10119590","  Borrower added on 12/31/13 > This loan is for debt consolidation - to close credit cards, pay off other debt, finally make a dent in my total debt amount. I already have plans to close all but 2 of my credit cards, and to pay a collection I didn't know about. I want my credit clean with one easy payment.<br>","debt_consolidation","Debt Killer","937xx","CA","27.06","0","Mar-1999","675","679","0","","","12","0","9996","70.9%","17","f","0.00","0.00","18786.2502569002","18786.25","11500.00","7286.25","0.0","0.0","0.0","Sep-2017","4874.03","","Feb-2020","544","540","0","","1","Individual","","","","0","92","24724","","","","","","","","","","","","14100","","","","9","2060","2689","70.1","0","0","34","177","14","1","0","20","","14","","0","5","8","6","7","4","10","13","8","12","0","0","0","2","100","50","0","0","30891","24724","9000","16791","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10149566","","8000","8000","8000"," 36 months"," 10.99%","261.88","B","B2","PARTS MANAGER","2 years","MORTGAGE","33000","Not Verified","Dec-2013","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10149566","","debt_consolidation","My Life Saving Loan :)","800xx","CO","15.75","0","Jul-1991","685","689","1","","104","9","1","7203","34.6%","16","f","0.00","0.00","5622.5","5622.50","3854.81","1120.22","15.0","632.47","113.7204","Oct-2015","276.88","","Oct-2016","524","520","0","","1","Individual","","","","0","0","15949","","","","","","","","","","","","20800","","","","2","1772","2255","72.5","0","0","129","269","14","14","0","18","","6","","0","3","5","4","7","2","8","14","5","9","0","0","0","0","100","75","1","0","33226","15949","8200","12426","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10148818","","15000","15000","15000"," 36 months"," 14.47%","516.1","C","C2","building maint. mgr.","10+ years","RENT","98000","Not Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10148818","  Borrower added on 12/31/13 > just to have one payment each month.<br>","debt_consolidation","pay off","117xx","NY","6.15","0","Jul-1992","715","719","2","","","16","0","5749","22.3%","16","f","0.00","0.00","15699.0518211658","15699.05","15000.00","699.05","0.0","0.0","0.0","May-2014","14150.76","","Jul-2020","789","785","0","","1","Individual","","","","0","0","13038","","","","","","","","","","","","25800","","","","6","815","15051","27.6","0","0","2","257","7","2","0","7","","2","","0","8","8","13","13","1","15","15","8","16","0","0","0","2","100","7.7","0","0","33300","13038","20800","7500","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10159611","","10000","10000","10000"," 36 months","  9.67%","321.13","B","B1","Registered Nurse","7 years","MORTGAGE","102000","Not Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10159611","","debt_consolidation","Clean Up","027xx","MA","15.55","2","Oct-1989","670","674","0","11","","9","0","9912","44.4%","22","f","0.00","0.00","11560.4621847498","11560.46","10000.00","1560.46","0.0","0.0","0.0","Jan-2017","320.91","","Mar-2020","624","620","0","54","1","Individual","","","","0","0","39143","","","","","","","","","","","","22300","","","","3","4349","973","89.4","0","0","243","290","23","8","0","25","11","8","11","1","3","4","3","6","9","6","13","4","9","0","0","0","1","77.3","66.7","0","0","58486","39143","9200","36186","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10129506","","20800","20800","20800"," 36 months"," 13.53%","706.16","B","B5","Operations Manager","10+ years","RENT","81500","Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10129506","  Borrower added on 12/31/13 > My goal is to purchase a home. I am consolidating my debt to lower interest rate to pay off debt faster. My goal is targeted for February 2015.<br>","debt_consolidation","Reducing Debt to Purchase Home","100xx","NY","16.73","0","Jun-1998","685","689","2","64","","29","0","23473","54.5%","41","f","0.00","0.00","23926.6400082784","23926.64","20800.00","3126.64","0.0","0.0","0.0","May-2015","13334.93","","Jul-2020","654","650","0","71","1","Individual","","","","0","0","23473","","","","","","","","","","","","43100","","","","9","869","6811","54.6","0","0","115","186","0","0","0","0","70","0","70","1","8","24","11","17","1","29","40","24","29","0","0","0","3","90.2","50","0","0","43100","23473","15000","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10179520","","3000","3000","3000"," 36 months"," 12.85%","100.87","B","B4","Auditor","10+ years","RENT","25000","Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10179520","","debt_consolidation","debt","322xx","FL","24.68","0","May-1991","660","664","0","58","53","5","2","2875","54.2%","26","f","0.00","0.00","3181.5489049859","3181.55","3000.00","181.55","0.0","0.0","0.0","Jul-2014","2677.23","","Oct-2016","569","565","0","69","1","Individual","","","","0","154","19530","","","","","","","","","","","","5300","","","","3","3906","2050","52.3","0","0","164","271","7","7","6","14","69","8","69","1","2","3","3","6","11","4","9","3","5","0","0","0","1","91.3","66.7","2","0","32082","19530","4300","26782","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10089642","","7200","7200","7200"," 36 months"," 10.99%","235.69","B","B2","executive administrator","4 years","OWN","70000","Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10089642","","debt_consolidation","loan payoffs","906xx","CA","19.2","0","Nov-1978","675","679","0","59","59","14","1","3479","35.5%","49","f","0.00","0.00","8074.6799980748","8074.68","7200.00","874.68","0.0","0.0","0.0","May-2015","4539.95","","Jan-2017","714","710","0","59","1","Individual","","","","0","0","45598","","","","","","","","","","","","9800","","","","7","5066","3489","39.8","0","0","143","421","6","6","1","6","59","14","59","1","3","5","4","25","6","11","40","5","13","0","0","0","2","94.1","0","1","0","69969","45598","5800","60169","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10089669","","10400","10400","10400"," 60 months"," 17.57%","261.67","D","D2","Information Systems Security Officer","2 years","RENT","105680","Source Verified","Dec-2013","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10089669","","credit_card","credit card payoff","785xx","TX","18.51","0","Oct-1988","675","679","0","64","","17","0","18179","88.2%","41","w","0.00","0.00","14139.91","14139.91","8903.98","5235.93","0.0","0.0","0.0","Jul-2018","261.67","","Jul-2020","499","0","0","","1","Individual","","","","0","0","190867","","","","","","","","","","","","20600","","","","9","11227","507","94.7","0","0","144","302","5","5","2","12","","7","","0","8","13","8","17","16","13","23","13","17","0","0","0","5","100","100","0","0","213593","66793","9600","56993","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10099663","","4000","4000","4000"," 36 months"," 16.24%","141.11","C","C5","Teacher","10+ years","MORTGAGE","84000","Source Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10099663","","other","Other","082xx","NJ","19.8","0","Feb-1994","705","709","1","","","11","0","36862","78.6%","26","f","0.00","0.00","4054.2514079132","4054.25","4000.00","54.25","0.0","0.0","0.0","Jan-2014","4054.42","","Sep-2017","729","725","0","","1","Individual","","","","0","0","221972","","","","","","","","","","","","46900","","","","3","20179","2676","86.2","0","0","138","238","4","4","4","11","","3","","0","3","8","3","7","8","8","13","8","11","0","0","0","2","100","66.7","0","0","262440","56413","19400","32540","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"10119562","","31825","31825","31825"," 60 months"," 20.50%","852.05","E","E1","Technician support specialist","10+ years","MORTGAGE","70000","Verified","Dec-2013","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=10119562","","debt_consolidation","debt consolidation","750xx","TX","26.49","0","Aug-1984","705","709","1","","","14","0","35069","73.4%","39","w","0.00","0.00","48388.6899615465","48388.69","31825.00","16563.69","0.0","0.0","0.0","Apr-2017","16010.79","","Nov-2019","784","780","0","","1","Individual","","","","0","0","215915","","","","","","","","","","","","47800","","","","6","16609","6605","81.6","0","0","135","352","11","11","2","11","","4","","0","5","8","6","14","12","11","25","8","14","0","0","0","3","100","50","0","0","251627","61728","35800","41020","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"8617375","","10000","10000","10000"," 60 months"," 13.98%","232.58","C","C1","electronic mapper","5 years","RENT","25000","Source Verified","Dec-2013","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=8617375","","debt_consolidation","Debt ","128xx","NY","27.03","0","Feb-2004","700","704","0","63","","13","0","5394","46.9%","22","f","0.00","0.00","4068.3","4068.30","1619.02","1404.23","0.0","1045.05","188.0568","Feb-2015","232.58","","Oct-2016","574","570","0","","1","Individual","","","","0","0","24419","","","","","","","","","","","","11500","","","","6","1878","701","76.6","0","0","101","118","13","13","0","17","","14","","0","1","2","1","2","14","5","8","2","13","0","0","0","0","68.2","100","0","0","40142","24419","3000","28642","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
